description,industry,level,size,line_code,value
Most of time and resources spent on health and safety had no real impact - strongly agree,Retail trade,1,total,D0901_05,447
Most of time and resources spent on health and safety had no real impact - strongly agree,Accommodation & food services,1,total,D0901_05,564
Most of time and resources spent on health and safety had no real impact - strongly agree,"Transport, postal, & warehousing",1,total,D0901_05,231
Most of time and resources spent on health and safety had no real impact - strongly agree,Information media & telecommunications,1,total,D0901_05,30
Most of time and resources spent on health and safety had no real impact - strongly agree,Publishing,2,total,D0901_05,12
Most of time and resources spent on health and safety had no real impact - strongly agree,Motion picture,2,total,D0901_05,6
Most of time and resources spent on health and safety had no real impact - strongly agree,Telecommunications,2,total,D0901_05,9
Most of time and resources spent on health and safety had no real impact - strongly agree,Financial & insurance services,1,total,D0901_05,57
Most of time and resources spent on health and safety had no real impact - strongly agree,Finance,2,total,D0901_05,27
Most of time and resources spent on health and safety had no real impact - strongly agree,Insurance,2,total,D0901_05,0
Most of time and resources spent on health and safety had no real impact - strongly agree,Auxiliary,2,total,D0901_05,30
Most of time and resources spent on health and safety had no real impact - strongly agree,"Rental, hiring, & real estate services",1,total,D0901_05,99
Most of time and resources spent on health and safety had no real impact - strongly agree,"Professional, scientific, & technical services",1,total,D0901_05,483
Most of time and resources spent on health and safety had no real impact - strongly agree,Computer systems design,2,total,D0901_05,84
Most of time and resources spent on health and safety had no real impact - strongly agree,Other professional scientific,2,total,D0901_05,399
Most of time and resources spent on health and safety had no real impact - strongly agree,Administrative & support services,1,total,D0901_05,117
Most of time and resources spent on health and safety had no real impact - strongly agree,Education & training,1,total,D0901_05,96
Most of time and resources spent on health and safety had no real impact - strongly agree,Health care & social assistance,1,total,D0901_05,249
Most of time and resources spent on health and safety had no real impact - strongly agree,Arts & recreation services,1,total,D0901_05,36
Most of time and resources spent on health and safety had no real impact - strongly agree,Other services,1,total,D0901_05,150
Most of time and resources spent on health and safety had no real impact - strongly agree,total,0,total,D0901_05,4908
Most of time and resources spent on health and safety had no real impact - don't know,total,0,6–19 employees,D0901_06,2397
Most of time and resources spent on health and safety had no real impact - don't know,total,0,20–49 employees,D0901_06,366
Most of time and resources spent on health and safety had no real impact - don't know,total,0,50–99 employees,D0901_06,72
Most of time and resources spent on health and safety had no real impact - don't know,total,0,100+ employees,D0901_06,45
Most of time and resources spent on health and safety had no real impact - don't know,"Agriculture, forestry, & fishing",1,total,D0901_06,132
